"Tabela 7060 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Mês","Geral, grupo, subgrupo, item e subitem","","Variável"
"Mês","Geral, grupo, subgrupo, item e subitem","","IPCA - Variação mensal (%)","IPCA - Variação acumulada no ano (%)","IPCA - Variação acumulada em 12 meses (%)","IPCA - Peso mensal (%)"
"março 2022","1109010.Mortadela","Brasil","-0.19","0.04","7.38","0.0496"
"março 2022","1109012.Salame","Brasil","2.68","1.96","10.66","0.0093"
"março 2022","1109023.Bacalhau","Brasil","0.92","0.22","7.84","0.0091"
"março 2022","1109056.Carne-seca e de sol","Brasil","0.89","-0.95","1.28","0.1071"
"março 2022","1109058.Carne de porco salgada e defumada","Brasil","-1.00","0.65","4.52","0.0081"
"março 2022","1110.Aves e ovos","Brasil","0.41","-1.29","18.88","1.3389"
"março 2022","1110009.Frango inteiro","Brasil","0.54","-2.59","16.11","0.3936"
"março 2022","1110010.Frango em pedaços","Brasil","-2.03","-4.04","21.68","0.6978"
"março 2022","1110044.Ovo de galinha","Brasil","7.08","8.93","16.11","0.2474"
"março 2022","1111.Leites e derivados","Brasil","4.15","6.16","13.50","1.6938"
"março 2022","1111004.Leite longa vida","Brasil","9.34","10.91","14.53","0.6548"
"março 2022","1111008.Leite condensado","Brasil","1.51","-1.04","-0.93","0.0193"
"março 2022","1111009.Leite em pó","Brasil","1.14","1.02","6.56","0.1972"
"março 2022","1111011.Queijo","Brasil","0.21","2.79","14.38","0.5378"
"março 2022","1111019.Iogurte e bebidas lácteas","Brasil","1.73","7.12","18.15","0.1595"
"março 2022","1111021.Requeijão","Brasil","1.80","3.91","20.08","0.0563"
"março 2022","1111031.Manteiga","Brasil","2.53","4.16","7.24","0.0584"
"março 2022","1111038.Leite fermentado","Brasil","2.10","2.19","5.96","0.0105"
"março 2022","1112.Panificados","Brasil","2.62","5.87","10.79","1.5614"
"março 2022","1112003.Biscoito","Brasil","2.33","6.78","13.01","0.4456"
"março 2022","1112015.Pão francês","Brasil","2.97","4.97","8.81","0.7739"
"março 2022","1112017.Pão doce","Brasil","2.31","5.13","8.09","0.0804"
"março 2022","1112018.Pão de forma","Brasil","2.20","8.09","16.61","0.0999"
"março 2022","1112019.Bolo","Brasil","2.71","7.89","13.03","0.1347"
"março 2022","1112025.Pão de queijo","Brasil","-0.27","1.58","9.49","0.0269"
"março 2022","1113.Óleos e gorduras","Brasil","6.13","8.56","21.29","0.5046"
"março 2022","1113013.Óleo de soja","Brasil","8.99","11.21","23.75","0.3291"
"março 2022","1113014.Azeite de oliva","Brasil","0.80","3.89","11.32","0.0671"
"março 2022","1113040.Margarina","Brasil","0.75","3.34","20.09","0.1083"
"março 2022","1114.Bebidas e infusões","Brasil","2.03","5.20","18.51","1.6564"
"março 2022","1114001.Suco de frutas","Brasil","1.96","2.90","4.92","0.1186"
"março 2022","1114003.Polpa de fruta (congelada)","Brasil","2.59","3.50","12.44","0.0127"
"março 2022","1114004.Açaí (emulsão)","Brasil","13.60","31.31","12.15","0.0615"
"março 2022","1114022.Café moído","Brasil","2.87","10.46","64.66","0.4218"
"março 2022","1114023.Café solúvel","Brasil","2.53","6.57","15.76","0.0087"
"março 2022","1114083.Refrigerante e água mineral","Brasil","1.71","2.43","9.13","0.4735"
"março 2022","1114084.Cerveja","Brasil","0.01","1.36","8.69","0.3903"
"março 2022","1114085.Outras bebidas alcoólicas","Brasil","3.66","10.66","9.12","0.0342"
"março 2022","1114087.Vinho","Brasil","0.87","1.72","2.51","0.0643"
"março 2022","1114090.Suco em pó","Brasil","1.40","1.82","3.42","0.0444"
"março 2022","1114091.Chá mate (erva mate)","Brasil","-1.06","-2.56","-1.03","0.0263"
"março 2022","1115.Enlatados e conservas","Brasil","2.01","4.13","10.70","0.1541"
"março 2022","1115013.Alimento infantil","Brasil","4.59","9.80","8.82","0.0019"
"março 2022","1115016.Palmito em conserva","Brasil","2.15","2.92","6.88","0.0183"
"março 2022","1115017.Pepino em conserva","Brasil","4.27","6.00","13.83","0.0041"
"março 2022","1115039.Sardinha em conserva","Brasil","2.63","6.11","15.96","0.0450"
"março 2022","1115050.Salsicha em conserva","Brasil","0.96","1.47","-5.16","0.0014"
"março 2022","1115056.Sopa desidratada","Brasil","1.43","2.25","9.13","0.0018"
"março 2022","1115057.Azeitona","Brasil","0.97","2.98","8.44","0.0325"
"março 2022","1115058.Milho-verde em conserva","Brasil","2.81","4.29","12.44","0.0283"
"março 2022","1115075.Atum em conserva","Brasil","0.55","2.02","5.56","0.0208"
"março 2022","1116.Sal e condimentos","Brasil","2.18","3.37","9.49","0.3585"
"março 2022","1116001.Leite de coco","Brasil","-0.25","-1.42","6.52","0.0020"
"março 2022","1116005.Atomatado","Brasil","1.22","2.80","11.67","0.1110"
"março 2022","1116010.Alho","Brasil","2.27","1.89","5.03","0.1113"
"março 2022","1116013.Sal","Brasil","3.57","3.35","13.34","0.0041"
"março 2022","1116022.Colorau","Brasil","0.78","9.73","14.40","0.0008"
"março 2022","1116023.Caldo de tucupi","Brasil","-0.18","-0.56","7.10","0.0009"
"março 2022","1116026.Fermento","Brasil","0.66","1.49","5.33","0.0056"
"março 2022","1116033.Maionese","Brasil","4.76","7.79","18.38","0.0467"
"março 2022","1116041.Vinagre","Brasil","0.47","0.84","4.96","0.0158"
"março 2022","1116048.Caldo concentrado","Brasil","1.41","4.61","12.24","0.0092"
"março 2022","1116071.Tempero misto","Brasil","2.62","4.91","8.59","0.0511"
"março 2022","12.Alimentação fora do domicílio","Brasil","0.65","1.19","6.22","5.6735"
"março 2022","1201.Alimentação fora do domicílio","Brasil","0.65","1.19","6.22","5.6735"
"março 2022","1201001.Refeição","Brasil","0.60","1.07","7.54","3.5362"
"março 2022","1201003.Lanche","Brasil","0.76","1.20","3.60","1.6321"
"março 2022","1201007.Refrigerante e água mineral","Brasil","0.88","2.16","6.50","0.1185"
"março 2022","1201009.Cafezinho","Brasil","2.31","5.81","9.08","0.0406"
"março 2022","1201048.Cerveja","Brasil","0.07","1.54","4.28","0.2775"
"março 2022","1201051.Outras bebidas alcoólicas","Brasil","1.33","1.52","-0.49","0.0066"
"março 2022","1201052.Vinho","Brasil","-2.53","-1.45","8.50","0.0088"
"março 2022","1201061.Doces","Brasil","-0.03","1.85","7.61","0.0044"
"março 2022","1201088.Sorvete","Brasil","1.77","2.58","10.56","0.0487"
"março 2022","2.Habitação","Brasil","1.15","1.86","15.00","16.0047"
"março 2022","21.Encargos e manutenção","Brasil","0.37","2.14","7.09","9.5514"
"março 2022","2101.Aluguel e taxas","Brasil","0.14","1.98","6.44","7.4994"
"março 2022","2101001.Aluguel residencial","Brasil","0.01","2.54","8.03","3.6546"
"março 2022","2101002.Condomínio","Brasil","0.39","1.89","5.16","2.1505"
"março 2022","2101004.Taxa de água e esgoto","Brasil","0.11","0.90","4.70","1.6926"
"março 2022","2101012.Mudança","Brasil","4.23","5.54","32.98","0.0017"
"março 2022","2103.Reparos","Brasil","0.76","2.28","9.34","1.3317"
"março 2022","2103005.Ferragens","Brasil","1.72","3.58","15.89","0.0105"
"março 2022","2103008.Material de eletricidade","Brasil","-0.70","-1.09","-1.23","0.0140"
"março 2022","2103012.Vidro","Brasil","0.81","-0.16","3.74","0.0027"
"março 2022","2103014.Tinta","Brasil","1.73","5.62","20.79","0.2806"
"março 2022","2103032.Revestimento de piso e parede","Brasil","1.00","2.54","16.73","0.2692"
"março 2022","2103038.Madeira e taco","Brasil","-2.43","-2.29","1.21","0.0146"
"março 2022","2103039.Cimento","Brasil","1.74","2.79","4.95","0.0252"
"março 2022","2103040.Tijolo","Brasil","1.42","1.47","0.75","0.0240"
"março 2022","2103041.Material hidráulico","Brasil","1.00","4.50","15.92","0.0473"
"março 2022","2103042.Mão de obra","Brasil","0.25","0.71","2.12","0.5872"
"março 2022","2103048.Areia","Brasil","0.52","-1.74","6.44","0.0142"
"março 2022","2103049.Pedras","Brasil","-0.46","0.47","-4.31","0.0004"
"março 2022","2103055.Telha","Brasil","0.19","2.83","10.28","0.0418"
"março 2022","2104.Artigos de limpeza","Brasil","2.04","3.54","9.83","0.7203"
"março 2022","2104003.Saco para lixo","Brasil","2.33","-1.07","1.82","0.0044"
"março 2022","2104005.Água sanitária","Brasil","1.58","2.21","8.85","0.0621"
"março 2022","2104008.Detergente","Brasil","1.37","2.76","10.30","0.1512"
"março 2022","2104009.Sabão em pó","Brasil","3.54","4.88","10.69","0.2152"
"março 2022","2104012.Desinfetante","Brasil","0.90","2.64","5.02","0.0540"
"março 2022","2104015.Sabão em barra","Brasil","1.41","3.77","8.95","0.0307"
"março 2022","2104016.Esponja de limpeza","Brasil","5.44","3.94","19.42","0.0042"
"março 2022","2104019.Sabão líquido","Brasil","2.28","2.64","14.32","0.0060"
"março 2022","2104020.Limpador multiuso","Brasil","-0.25","2.94","9.00","0.0264"
"março 2022","2104041.Papel toalha","Brasil","-0.32","-0.63","7.11","0.0045"
"março 2022","2104085.Amaciante e alvejante","Brasil","1.68","3.61","10.51","0.1617"
"março 2022","22.Combustíveis e energia","Brasil","2.30","1.44","28.83","6.4533"
"março 2022","2201.Combustíveis (domésticos)","Brasil","6.31","5.72","29.80","1.5064"
"março 2022","2201003.Carvão vegetal","Brasil","-0.20","-1.71","0.55","0.0055"
"março 2022","2201004.Gás de botijão","Brasil","6.57","5.51","29.56","1.3493"
"março 2022","2201005.Gás encanado","Brasil","4.23","7.98","33.37","0.1516"
"março 2022","2202.Energia elétrica residencial","Brasil","1.08","0.14","28.52","4.9469"
"março 2022","2202003.Energia elétrica residencial","Brasil","1.08","0.14","28.52","4.9469"
"março 2022","3.Artigos de residência","Brasil","0.57","4.21","14.25","3.9522"
"março 2022","31.Móveis e utensílios","Brasil","1.33","4.86","14.88","1.7986"
"março 2022","3101.Mobiliário","Brasil","1.81","6.80","19.80","1.1308"
"março 2022","3101002.Móvel para sala","Brasil","2.42","7.67","18.31","0.3586"
"março 2022","3101003.Móvel para quarto","Brasil","1.70","6.81","20.63","0.5211"
"março 2022","3101015.Móvel para copa e cozinha","Brasil","1.31","6.49","23.54","0.2082"
"março 2022","3101016.Móvel infantil","Brasil","1.21","2.92","12.09","0.0258"
"março 2022","3101017.Colchão","Brasil","-0.90","-1.57","-1.48","0.0171"
"março 2022","3102.Utensílios e enfeites","Brasil","0.55","1.17","6.43","0.4617"
"março 2022","3102001.Artigos de iluminação","Brasil","-0.24","0.10","3.35","0.0752"
"março 2022","3102005.Tapete","Brasil","0.30","0.39","3.72","0.0575"
"março 2022","3102006.Cortina","Brasil","0.88","2.61","6.48","0.0863"
"março 2022","3102007.Utensílios de metal","Brasil","0.74","0.88","9.10","0.1638"
"março 2022","3102009.Utensílios de vidro e louça","Brasil","0.22","1.99","6.69","0.0489"
"março 2022","3102010.Utensílios de plástico","Brasil","-0.59","1.83","4.24","0.0091"
"março 2022","3102035.Flores naturais","Brasil","5.63","-0.47","5.17","0.0056"
"março 2022","3102337.Utensílios para bebê","Brasil","1.31","2.26","5.17","0.0152"
"março 2022","3103.Cama, mesa e banho","Brasil","0.43","2.89","9.41","0.2061"
"março 2022","3103001.Roupa de cama","Brasil","0.43","2.93","9.46","0.2009"
"março 2022","3103003.Roupa de banho","Brasil","0.39","1.25","7.38","0.0052"
"março 2022","32.Aparelhos eletroeletrônicos","Brasil","-0.29","3.80","14.30","1.8291"
"março 2022","3201.Eletrodomésticos e equipamentos","Brasil","1.25","7.46","20.43","0.9641"
"março 2022","3201001.Refrigerador","Brasil","1.03","9.23","26.25","0.3908"
"março 2022","3201002.Ar-condicionado","Brasil","0.87","5.34","8.78","0.1029"
"março 2022","3201006.Máquina de lavar roupa","Brasil","1.14","6.23","17.67","0.2635"
"março 2022","3201013.Ventilador","Brasil","-0.16","3.40","11.70","0.0197"
"março 2022","3201021.Fogão","Brasil","2.24","7.35","21.18","0.1799"
"março 2022","3201050.Chuveiro elétrico","Brasil","1.11","4.43","13.94","0.0073"
"março 2022","3202.Tv, som e informática","Brasil","-2.01","-0.12","7.97","0.8650"
"março 2022","3202001.Televisor","Brasil","-3.02","-1.46","12.84","0.5337"
"março 2022","3202003.Aparelho de som","Brasil","-1.53","-0.60","3.50","0.0116"
"março 2022","3202008.Videogame (console)","Brasil","-2.24","-1.73","15.92","0.0034"
"março 2022","3202028.Computador pessoal","Brasil","-0.32","2.20","0.91","0.3163"
"março 2022","33.Consertos e manutenção","Brasil","1.28","2.88","10.56","0.3245"
"março 2022","3301.Consertos e manutenção","Brasil","1.28","2.88","10.56","0.3245"
"março 2022","3301002.Conserto de refrigerador","Brasil","0.71","2.81","11.32","0.0156"
"março 2022","3301006.Conserto de televisor","Brasil","0.00","0.81","2.33","0.0018"
"março 2022","3301015.Conserto de máquina de lavar roupa","Brasil","1.33","4.29","0.25","0.0044"
"março 2022","3301022.Reforma de estofado","Brasil","0.37","2.13","11.19","0.0453"
"março 2022","3301088.Conserto de aparelho celular","Brasil","0.24","0.26","3.94","0.0619"
"março 2022","3301130.Conserto de bicicleta","Brasil","1.88","3.89","12.92","0.1955"
"março 2022","4.Vestuário","Brasil","1.82","3.81","13.83","4.3551"
"março 2022","41.Roupas","Brasil","1.79","3.94","14.56","2.9537"
"março 2022","4101.Roupa masculina","Brasil","1.66","4.51","17.12","1.0781"
"março 2022","4101002.Calça comprida masculina","Brasil","2.20","4.85","16.26","0.2896"
"março 2022","4101005.Agasalho masculino","Brasil","3.42","3.87","11.91","0.0206"
"março 2022","4101006.Bermuda/short masculino","Brasil","1.64","3.22","14.72","0.1741"
"março 2022","4101008.Cueca","Brasil","3.33","6.78","18.80","0.0074"
"março 2022","4101009.Camisa/camiseta masculina","Brasil","1.32","4.72","18.47","0.5864"
"março 2022","4102.Roupa feminina","Brasil","2.32","4.31","14.24","1.2869"
"março 2022","4102002.Calça comprida feminina","Brasil","2.26","3.99","13.72","0.2988"
"março 2022","4102003.Agasalho feminino","Brasil","3.92","5.63","6.08","0.0230"
"março 2022","4102004.Saia","Brasil","2.41","5.62","11.63","0.0083"
"março 2022","4102005.Vestido","Brasil","1.96","5.03","14.25","0.2828"
"março 2022","4102008.Blusa","Brasil","2.64","4.19","15.69","0.5002"
"março 2022","4102010.Lingerie","Brasil","1.88","4.24","13.50","0.1089"
"março 2022","4102013.Bermuda/short feminino","Brasil","1.76","3.01","10.35","0.0648"
"março 2022","4103.Roupa infantil","Brasil","0.88","2.15","10.78","0.5887"
"março 2022","4103001.Uniforme escolar","Brasil","0.82","4.88","11.78","0.0857"
"março 2022","4103002.Calça comprida infantil","Brasil","2.51","4.28","11.73","0.0715"
"março 2022","4103005.Agasalho infantil","Brasil","3.10","5.96","4.98","0.0075"
"março 2022","4103007.Vestido infantil","Brasil","0.01","-0.08","7.73","0.0509"
"março 2022","4103008.Bermuda/short infantil","Brasil","0.24","1.31","9.77","0.0535"
"março 2022","4103011.Camisa/camiseta infantil","Brasil","-0.03","1.77","10.98","0.1870"
"março 2022","4103031.Conjunto infantil","Brasil","1.81","0.82","11.28","0.1325"
"março 2022","42.Calçados e acessórios","Brasil","2.05","3.90","13.04","1.1212"
"março 2022","4201.Calçados e acessórios","Brasil","2.05","3.90","13.04","1.1212"
"março 2022","4201002.Sapato masculino","Brasil","1.38","3.87","14.89","0.1480"
"março 2022","4201003.Sapato feminino","Brasil","1.41","2.57","13.43","0.2596"
"março 2022","4201004.Sapato infantil","Brasil","1.71","4.55","9.14","0.0250"
"março 2022","4201015.Bolsa","Brasil","1.43","4.32","11.77","0.0606"
"março 2022","4201040.Mochila","Brasil","1.99","6.08","13.73","0.0090"
"março 2022","4201063.Tênis","Brasil","3.06","4.94","13.62","0.4356"
"março 2022","4201098.Sandália/chinelo","Brasil","1.38","3.03","10.61","0.1834"
"março 2022","43.Joias e bijuterias","Brasil","1.18","2.00","9.60","0.2243"
"março 2022","4301.Joias e bijuterias","Brasil","1.18","2.00","9.60","0.2243"
"março 2022","4301001.Bijuteria","Brasil","1.46","5.08","19.86","0.0173"
"março 2022","4301002.Joia","Brasil","0.98","0.89","7.67","0.1563"
"março 2022","4301004.Relógio de pulso","Brasil","1.70","4.51","12.47","0.0506"
"março 2022","44.Tecidos e armarinho","Brasil","0.81","2.45","9.43","0.0558"
"março 2022","4401.Tecidos e armarinho","Brasil","0.81","2.45","9.43","0.0558"
"março 2022","4401001.Tecido","Brasil","0.75","2.35","9.49","0.0460"
"março 2022","4401002.Artigos de armarinho","Brasil","1.12","2.90","9.13","0.0098"
"março 2022","5.Transportes","Brasil","3.02","3.38","17.37","21.6316"
"março 2022","51.Transportes","Brasil","3.02","3.38","17.37","21.6316"
"março 2022","5101.Transporte público","Brasil","0.21","-4.73","6.69","2.7934"
"março 2022","5101001.Ônibus urbano","Brasil","1.27","1.94","2.67","1.1979"
"março 2022","5101002.Táxi","Brasil","0.00","2.12","2.12","0.1790"
"março 2022","5101004.Trem","Brasil","0.00","0.00","0.00","0.0343"
"março 2022","5101006.Ônibus intermunicipal","Brasil","1.12","2.10","4.05","0.3800"
"março 2022","5101007.Ônibus interestadual","Brasil","2.95","6.00","13.86","0.1073"
"março 2022","5101010.Passagem aérea","Brasil","-7.33","-28.12","11.05","0.4498"
"março 2022","5101011.Metrô","Brasil","0.00","0.00","4.68","0.0649"
"março 2022","5101026.Transporte escolar","Brasil","0.34","4.21","3.13","0.1242"
"março 2022","5101051.Transporte por aplicativo","Brasil","7.98","-9.44","42.74","0.1975"
"março 2022","5101053.Integração transporte público","Brasil","0.00","0.00","0.00","0.0584"
"março 2022","5102.Veículo próprio","Brasil","1.24","4.84","13.52","11.2552"
"março 2022","5102001.Automóvel novo","Brasil","0.47","4.39","18.24","3.1793"
"março 2022","5102004.Emplacamento e licença","Brasil","1.70","5.19","5.91","2.1944"
"março 2022","5102005.Seguro voluntário de veículo","Brasil","3.93","11.00","16.43","0.7649"
"março 2022","5102006.Multa","Brasil","0.00","0.00","0.00","0.1030"
"março 2022","5102007.Óleo lubrificante","Brasil","1.28","3.80","21.53","0.1394"
"março 2022","5102009.Acessórios e peças","Brasil","0.42","1.75","9.57","0.1780"
"março 2022","5102010.Pneu","Brasil","1.00","4.82","25.39","0.2637"
"março 2022","5102011.Conserto de automóvel","Brasil","1.47","4.64","9.45","1.6460"
"março 2022","5102013.Estacionamento","Brasil","0.00","-0.43","2.80","0.0594"
"março 2022","5102015.Pedágio","Brasil","0.10","0.30","6.10","0.0899"
"março 2022","5102020.Automóvel usado","Brasil","0.76","3.85","16.69","1.9892"
"março 2022","5102037.Pintura de veículo","Brasil","1.01","4.07","7.58","0.0143"
"março 2022","5102051.Aluguel de veículo","Brasil","6.48","-13.21","18.35","0.0187"
"março 2022","5102053.Motocicleta","Brasil","1.86","6.16","16.99","0.6151"
"março 2022","5104.Combustíveis (veículos)","Brasil","6.70","4.41","27.89","7.5830"
"março 2022","5104001.Gasolina","Brasil","6.95","5.23","27.48","6.3805"
"março 2022","5104002.Etanol","Brasil","3.02","-4.94","24.59","0.8751"
"março 2022","5104003.Óleo diesel","Brasil","13.65","18.28","46.47","0.2508"
"março 2022","5104005.Gás veicular","Brasil","5.29","7.27","45.54","0.0765"
"março 2022","6.Saúde e cuidados pessoais","Brasil","0.88","1.73","4.52","12.3015"
"março 2022","61.Produtos farmacêuticos e óticos","Brasil","1.13","1.95","7.79","3.3764"
"março 2022","6101.Produtos farmacêuticos","Brasil","1.32","2.22","8.63","3.1192"
"março 2022","6101001.Anti-infeccioso e antibiótico","Brasil","2.10","2.35","12.70","0.2158"
"março 2022","6101002.Analgésico e antitérmico","Brasil","1.43","3.11","10.49","0.5341"
"março 2022","6101003.Anti-inflamatório e antirreumático","Brasil","1.27","1.73","9.79","0.1475"
"março 2022","6101004.Antigripal e antitussígeno","Brasil","1.67","3.69","10.24","0.1807"
"março 2022","6101006.Dermatológico","Brasil","1.12","3.38","13.34","0.1271"
"março 2022","6101007.Antialérgico e broncodilatador","Brasil","1.29","1.59","11.47","0.1631"
"março 2022","6101009.Gastroprotetor","Brasil","1.61","2.95","9.01","0.1304"
"março 2022","6101010.Vitamina e fortificante","Brasil","1.75","4.03","7.95","0.2095"
"março 2022","6101011.Hormonal","Brasil","-0.28","-0.19","4.70","0.1851"
"março 2022","6101013.Psicotrópico e anorexígeno","Brasil","1.59","2.66","11.24","0.2805"
